iter	Passed	Remaining
1527	160157	154288
1528	160263	154184
1529	160366	154077
1530	160471	153973
1531	160577	153869
1532	160682	153764
1533	160788	153660
1534	160893	153556
1535	160998	153451
1536	161103	153347
1537	161208	153242
1538	161314	153138
1539	161418	153033
1540	161522	152927
1541	161628	152824
1542	161735	152720
1543	161839	152615
1544	161944	152510
1545	162050	152407
1546	162154	152301
1547	162258	152195
1548	162364	152092
1549	162468	151986
1550	162572	151881
1551	162677	151776
1552	162783	151672
1553	162887	151567
1554	162994	151464
1555	163097	151357
1556	163202	151253
1557	163308	151149
1558	163415	151046
1559	163519	150941
1560	163624	150836
1561	163729	150732
1562	163835	150628
1563	163939	150522
1564	164045	150419
1565	164150	150314
1566	164257	150211
1567	164362	150106
1568	164468	150003
1569	164572	149896
1570	164677	149793
1571	164783	149688
1572	164888	149583
1573	164993	149479
1574	165099	149375
1575	165203	149270
1576	165309	149166
1577	165413	149060
1578	165519	148956
1579	165624	148852
1580	165730	148748
1581	165834	148643
1582	165941	148540
1583	166044	148434
1584	166150	148330
1585	166255	148225
1586	166361	148121
1587	166467	148017
1588	166574	147914
1589	166679	147810
1590	166785	147706
1591	166889	147600
1592	166995	147497
1593	167101	147392
1594	167205	147288
1595	167311	147183
1596	167416	147078
1597	167521	146974
1598	167626	146870
1599	167731	146765
1600	167837	146661
1601	167942	146556
1602	168049	146453
1603	168155	146349
1604	168260	146244
1605	168365	146140
1606	168470	146035
1607	168573	145929
1608	168678	145824
1609	168782	145718
1610	168887	145614
1611	168990	145508
1612	169096	145404
1613	169202	145300
1614	169308	145196
1615	169412	145090
1616	169519	144987
1617	169624	144882
1618	169728	144778
1619	169834	144673
1620	169938	144568
1621	170043	144463
1622	170149	144359
1623	170254	144254
1624	170359	144150
1625	170464	144045
1626	170570	143941
1627	170675	143837
1628	170780	143732
1629	170885	143627
1630	170991	143523
1631	171096	143419
1632	171201	143314
1633	171307	143210
1634	171413	143106
1635	171517	143001
1636	171623	142896
1637	171727	142791
1638	171834	142688
1639	171938	142583
1640	172045	142480
1641	172150	142375
1642	172256	142271
1643	172362	142167
1644	172467	142062
1645	172570	141956
1646	172677	141853
1647	172781	141748
1648	172888	141644
1649	172992	141539
1650	173096	141433
1651	173202	141329
1652	173307	141225
1653	173412	141120
